"";"gps";"sites";"forest";"ind_id";"tag_id";"species";"h";"year";"hnext";"yearnext";"surv";"olre";"cc";"z.cc";"bk1";"z.veg"
"857";"MG_Prpa_o_18_09";315;"o";"2019";"";"Prpa";5,5;2019;NA;NA;NA;1373;83,72;0,0274896670291914;9,16666666666667;-1,92020715446033
"858";"MG_Prpa_o_18_09";315;"o";"2019";"";"Prpa";7;2019;NA;NA;NA;1374;83,72;0,0274896670291914;9,16666666666667;-1,92020715446033
"859";"MG_Rhca_l_18_07";36;"l";"2019";"";"Rhca";6;2019;NA;NA;NA;1375;86,975;0,578398419586704;10;-1,83294460718539
"860";"MG_Rhca_l_18_07";36;"l";"2019";"";"Rhca";6;2019;NA;NA;NA;1376;86,975;0,578398419586704;10;-1,83294460718539
"861";"MG_Rhca_l_18_07";36;"l";"2019";"";"Rhca";5,5;2019;NA;NA;NA;1377;86,975;0,578398419586704;10;-1,83294460718539
"862";"MG_Rhca_l_18_07";36;"l";"2019";"";"Rhca";4,5;2019;NA;NA;NA;1378;86,975;0,578398419586704;10;-1,83294460718539
"863";"MG_Rhca_o_18_01";315;"o";"2019";"";"Rhca";3,5;2019;NA;NA;NA;1379;83,095;-0,0782915834618825;24,8333333333333;-0,279671265691311
"864";"MG_Rhca_o_18_01";315;"o";"2019";"";"Rhca";5;2019;NA;NA;NA;1380;83,095;-0,0782915834618825;24,8333333333333;-0,279671265691311
"865";"MG_Rhca_o_18_02";315;"o";"2019";"";"Rhca";3;2019;NA;NA;NA;1381;89,125;0,942285921275999;12,3333333333333;-1,58860947481553
"866";"MG_Rhca_o_18_02";315;"o";"2019";"";"Rhca";3,5;2019;NA;NA;NA;1382;89,125;0,942285921275999;12,3333333333333;-1,58860947481553
"867";"MG_Rhca_o_18_02";315;"o";"2019";"";"Rhca";4,5;2019;NA;NA;NA;1383;89,125;0,942285921275999;12,3333333333333;-1,58860947481553
"868";"MG_Rhca_o_18_03";315;"o";"2019";"";"Rhca";3;2019;NA;NA;NA;1384;90,545;1,18262092239172;7,5;-2,09473224901023
"869";"MG_Rhca_o_18_03";315;"o";"2019";"";"Rhca";3;2019;NA;NA;NA;1385;90,545;1,18262092239172;7,5;-2,09473224901023
"870";"MG_Rhca_o_18_03";315;"o";"2019";"";"Rhca";4;2019;NA;NA;NA;1386;90,545;1,18262092239172;7,5;-2,09473224901023
"871";"MG_Rhca_o_18_08";315;"o";"2019";"";"Rhca";6;2019;NA;NA;NA;1387;86,515;0,500543419225274;4,5;-2,40887741920004
"872";"MG_Rhca_o_18_08";315;"o";"2019";"";"Rhca";6,5;2019;NA;NA;NA;1388;86,515;0,500543419225274;4,5;-2,40887741920004
"873";"MG_Rhca_o_18_08";315;"o";"2019";"";"Rhca";2;2019;NA;NA;NA;1389;86,515;0,500543419225274;4,5;-2,40887741920004
"874";"MG_Rhca_o_18_10";315;"o";"2019";"";"Rhca";2,5;2019;NA;NA;NA;1390;80,325;-0,547114085638322;7,5;-2,09473224901023
"875";"MG_Rini_o_18_03";315;"o";"2019";"";"Rini";3;2019;NA;NA;NA;1391;89,125;0,942285921275999;12,3333333333333;-1,58860947481553
"876";"MG_Rini_o_18_07";314;"o";"2019";"";"Rini";4;2019;NA;NA;NA;1392;88,915;0,906743421110997;30,8333333333333;0,348619074688315
"877";"MG_Risp_l_18_06";13;"l";"2019";"";"Risp";4;2019;NA;NA;NA;1393;80,105;-0,584349085811182;19,8333333333333;-0,803246549340999
"878";"MG_Risp_l_18_07";13;"l";"2019";"";"Risp";3,5;2019;NA;NA;NA;1394;88,94;0,910974671130641;11,5;-1,67587202209048
"879";"MG_Risp_l_18_07";13;"l";"2019";"";"Risp";3,5;2019;NA;NA;NA;1395;88,94;0,910974671130641;11,5;-1,67587202209048
"880";"MG_Risp_l_18_07";13;"l";"2019";"";"Risp";4,5;2019;NA;NA;NA;1396;88,94;0,910974671130641;11,5;-1,67587202209048
"881";"MG_Risp_l_18_07";13;"l";"2019";"";"Risp";5;2019;NA;NA;NA;1397;88,94;0,910974671130641;11,5;-1,67587202209048
"882";"MG_Risp_l_18_07";13;"l";"2019";"";"Risp";4;2019;NA;NA;NA;1398;88,94;0,910974671130641;11,5;-1,67587202209048
"883";"MG_Risp_l_18_07";13;"l";"2019";"";"Risp";3,5;2019;NA;NA;NA;1399;88,94;0,910974671130641;11,5;-1,67587202209048
"884";"MG_Risp_l_18_07";13;"l";"2019";"";"Risp";4;2019;NA;NA;NA;1400;88,94;0,910974671130641;11,5;-1,67587202209048
"885";"MG_Sani_l_18_01";30;"l";"2019";"";"Sani";4,5;2019;NA;NA;NA;1401;85,33;0,299982168294198;31,8333333333333;0,453334131418252
"886";"MG_Sani_l_18_02";15;"l";"2019";"";"Sani";5;2019;NA;NA;NA;1402;64,63;-3,20349284797017;21;-0,681078983156072
"887";"MG_Sani_l_18_02";15;"l";"2019";"";"Sani";3,5;2019;NA;NA;NA;1403;64,63;-3,20349284797017;21;-0,681078983156072
"888";"MG_Sani_l_18_02";15;"l";"2019";"";"Sani";4;2019;NA;NA;NA;1404;64,63;-3,20349284797017;21;-0,681078983156072
"889";"MG_Sani_l_18_02";15;"l";"2019";"";"Sani";6,5;2019;NA;NA;NA;1405;64,63;-3,20349284797017;21;-0,681078983156072
"890";"MG_Sani_l_18_02";15;"l";"2019";"";"Sani";5;2019;NA;NA;NA;1406;64,63;-3,20349284797017;21;-0,681078983156072
"891";"MG_Sani_l_18_02";15;"l";"2019";"";"Sani";6;2019;NA;NA;NA;1407;64,63;-3,20349284797017;21;-0,681078983156072
"892";"MG_Sani_l_18_02";15;"l";"2019";"";"Sani";3,5;2019;NA;NA;NA;1408;64,63;-3,20349284797017;21;-0,681078983156072
"893";"MG_Sani_l_18_02";15;"l";"2019";"";"Sani";3;2019;NA;NA;NA;1409;64,63;-3,20349284797017;21;-0,681078983156072
"894";"MG_Sani_l_18_02";15;"l";"2019";"";"Sani";2;2019;NA;NA;NA;1410;64,63;-3,20349284797017;21;-0,681078983156072
"895";"MG_Sani_l_18_02";15;"l";"2019";"";"Sani";4;2019;NA;NA;NA;1411;64,63;-3,20349284797017;21;-0,681078983156072
"896";"MG_Sani_l_18_02";15;"l";"2019";"";"Sani";5;2019;NA;NA;NA;1412;64,63;-3,20349284797017;21;-0,681078983156072
"897";"MG_Sani_l_18_02";15;"l";"2019";"";"Sani";5;2019;NA;NA;NA;1413;64,63;-3,20349284797017;21;-0,681078983156072
"898";"MG_Sani_l_18_02";15;"l";"2019";"";"Sani";3;2019;NA;NA;NA;1414;64,63;-3,20349284797017;21;-0,681078983156072
"899";"MG_Sani_l_18_02";15;"l";"2019";"";"Sani";2;2019;NA;NA;NA;1415;64,63;-3,20349284797017;21;-0,681078983156072
"900";"MG_Sani_l_18_02";15;"l";"2019";"";"Sani";4,5;2019;NA;NA;NA;1416;64,63;-3,20349284797017;21;-0,681078983156072
"901";"MG_Sani_l_18_02";15;"l";"2019";"";"Sani";5;2019;NA;NA;NA;1417;64,63;-3,20349284797017;21;-0,681078983156072
"902";"MG_Sani_l_18_02";15;"l";"2019";"";"Sani";2;2019;NA;NA;NA;1418;64,63;-3,20349284797017;21;-0,681078983156072
"903";"MG_Sani_l_18_02";15;"l";"2019";"";"Sani";3;2019;NA;NA;NA;1419;64,63;-3,20349284797017;21;-0,681078983156072
"904";"MG_Sani_l_18_02";15;"l";"2019";"";"Sani";4,5;2019;NA;NA;NA;1420;64,63;-3,20349284797017;21;-0,681078983156072
"905";"MG_Sani_l_18_02";15;"l";"2019";"";"Sani";4,5;2019;NA;NA;NA;1421;64,63;-3,20349284797017;21;-0,681078983156072
"906";"MG_Sani_l_18_02";15;"l";"2019";"";"Sani";5,5;2019;NA;NA;NA;1422;64,63;-3,20349284797017;21;-0,681078983156072
"907";"MG_Sani_l_18_03";15;"l";"2019";"";"Sani";4,5;2019;NA;NA;NA;1423;59,71;-4,0362028518359;19,1666666666667;-0,873056587160957
"908";"MG_Sani_l_18_03";15;"l";"2019";"";"Sani";4;2019;NA;NA;NA;1424;59,71;-4,0362028518359;19,1666666666667;-0,873056587160957
"909";"MG_Sani_l_18_03";15;"l";"2019";"";"Sani";3;2019;NA;NA;NA;1425;59,71;-4,0362028518359;19,1666666666667;-0,873056587160957
"910";"MG_Sani_l_18_03";15;"l";"2019";"";"Sani";5;2019;NA;NA;NA;1426;59,71;-4,0362028518359;19,1666666666667;-0,873056587160957
"911";"MG_Sani_l_18_03";15;"l";"2019";"";"Sani";4;2019;NA;NA;NA;1427;59,71;-4,0362028518359;19,1666666666667;-0,873056587160957
"912";"MG_Sani_l_18_03";15;"l";"2019";"";"Sani";6;2019;NA;NA;NA;1428;59,71;-4,0362028518359;19,1666666666667;-0,873056587160957
"913";"MG_Sani_l_18_03";15;"l";"2019";"";"Sani";5;2019;NA;NA;NA;1429;59,71;-4,0362028518359;19,1666666666667;-0,873056587160957
"914";"MG_Sani_l_18_03";15;"l";"2019";"";"Sani";4;2019;NA;NA;NA;1430;59,71;-4,0362028518359;19,1666666666667;-0,873056587160957
"915";"MG_Sani_l_18_03";15;"l";"2019";"";"Sani";5;2019;NA;NA;NA;1431;59,71;-4,0362028518359;19,1666666666667;-0,873056587160957
"916";"MG_Sani_l_18_03";15;"l";"2019";"";"Sani";4;2019;NA;NA;NA;1432;59,71;-4,0362028518359;19,1666666666667;-0,873056587160957
"917";"MG_Sani_l_18_03";15;"l";"2019";"";"Sani";3;2019;NA;NA;NA;1433;59,71;-4,0362028518359;19,1666666666667;-0,873056587160957
"918";"MG_Sani_l_18_03";15;"l";"2019";"";"Sani";3;2019;NA;NA;NA;1434;59,71;-4,0362028518359;19,1666666666667;-0,873056587160957
"919";"MG_Sani_l_18_03";15;"l";"2019";"";"Sani";6;2019;NA;NA;NA;1435;59,71;-4,0362028518359;19,1666666666667;-0,873056587160957
"920";"MG_Sani_l_18_03";15;"l";"2019";"";"Sani";4;2019;NA;NA;NA;1436;59,71;-4,0362028518359;19,1666666666667;-0,873056587160957
"921";"MG_Sani_l_18_03";15;"l";"2019";"";"Sani";3,5;2019;NA;NA;NA;1437;59,71;-4,0362028518359;19,1666666666667;-0,873056587160957
"922";"MG_Sani_l_18_03";15;"l";"2019";"";"Sani";5;2019;NA;NA;NA;1438;59,71;-4,0362028518359;19,1666666666667;-0,873056587160957
"923";"MG_Sani_l_18_03";15;"l";"2019";"";"Sani";3,5;2019;NA;NA;NA;1439;59,71;-4,0362028518359;19,1666666666667;-0,873056587160957
"924";"MG_Sani_l_18_03";15;"l";"2019";"";"Sani";3;2019;NA;NA;NA;1440;59,71;-4,0362028518359;19,1666666666667;-0,873056587160957
"925";"MG_Sani_l_18_03";15;"l";"2019";"";"Sani";4;2019;NA;NA;NA;1441;59,71;-4,0362028518359;19,1666666666667;-0,873056587160957
"926";"MG_Sani_l_18_07";11;"l";"2019";"";"Sani";4;2019;NA;NA;NA;1442;87,395;0,649483419916708;12,3333333333333;-1,58860947481553
"927";"MG_Sani_l_18_07";11;"l";"2019";"";"Sani";3;2019;NA;NA;NA;1443;87,395;0,649483419916708;12,3333333333333;-1,58860947481553
"928";"MG_Sani_l_18_08";11;"l";"2019";"";"Sani";5;2019;NA;NA;NA;1444;60,385;-3,92195910130554;10;-1,83294460718539
"929";"MG_Soau_o_18_02";312;"o";"2019";"";"Soau";999;2019;NA;NA;NA;1445;86,725;0,536085919390274;6;-2,25180483410514
"930";"MG_Soau_o_18_02";312;"o";"2019";"";"Soau";2,5;2019;NA;NA;NA;1446;86,725;0,536085919390274;6;-2,25180483410514
"931";"MG_Soau_o_18_02";312;"o";"2019";"";"Soau";4;2019;NA;NA;NA;1447;86,725;0,536085919390274;6;-2,25180483410514
"932";"MG_Soau_o_18_03";312;"o";"2019";"";"Soau";4;2019;NA;NA;NA;1448;86,4;0,481079669134918;15,1666666666667;-1,29191681408071
"933";"MG_Soau_o_18_03";312;"o";"2019";"";"Soau";6;2019;NA;NA;NA;1449;86,4;0,481079669134918;15,1666666666667;-1,29191681408071
"934";"MG_Soau_o_18_03";312;"o";"2019";"";"Soau";3;2019;NA;NA;NA;1450;86,4;0,481079669134918;15,1666666666667;-1,29191681408071
"935";"MG_Soau_o_18_03";312;"o";"2019";"";"Soau";3;2019;NA;NA;NA;1451;86,4;0,481079669134918;15,1666666666667;-1,29191681408071
"936";"MG_Soau_o_18_08";303;"o";"2019";"";"Soau";4;2019;NA;NA;NA;1452;79,56;-0,676590336239396;10,3333333333333;-1,79803958827541
"937";"MG_Soau_o_18_10";303;"o";"2019";"";"Soau";6;2019;NA;NA;NA;1453;84,67;0,188277167775622;9,66666666666667;-1,86784962609536
"938";"MG_Soau_o_18_11";315;"o";"2019";"";"Soau";4;2019;NA;NA;NA;1454;89,125;0,942285921275999;12,3333333333333;-1,58860947481553
"939";"S2S_Eueu_l_16_03";30;"l";"2018";"";"Eueu";4,8;2018;NA;NA;0;1455;85,435;0,317753418376699;13,6666666666667;-1,44898939917561
"940";"S2S_Eueu_l_16_06";30;"l";"2018";"";"Eueu";6;2018;NA;NA;NA;1456;92,175;1,45849842367244;16,6666666666667;-1,1348442289858
"941";"S2S_Eueu_l_16_06";30;"l";"2018";"";"Eueu";7,5;2018;NA;NA;NA;1457;92,175;1,45849842367244;16,6666666666667;-1,1348442289858
"942";"S2S_Eueu_l_16_07";30;"l";"2019";"";"Fral";4,5;2019;NA;NA;NA;1458;84,02;0,0782646672649064;25,8333333333333;-0,174956208961373
"943";"S2S_Eueu_l_16_09";30;"l";"2018";"";"Eueu";4,5;2018;NA;NA;1;1459;94,5;1,85200467549923;15;-1,3093693235357
"944";"S2S_Eueu_l_16_09";30;"l";"2018";"";"Eueu";5,5;2018;NA;NA;0;1460;94,5;1,85200467549923;15;-1,3093693235357
"945";"S2S_Eueu_l_16_10";30;"l";"2018";"";"Eueu";999;2018;7;NA;1;1461;88,885;0,901665921087425;15;-1,3093693235357
"946";"S2S_Eueu_l_16_10";30;"l";"2018";"";"Eueu";999;2018;11;NA;1;1462;88,885;0,901665921087425;15;-1,3093693235357
"947";"S2S_Eueu_l_16_10";30;"l";"2018";"";"Eueu";999;2018;11;NA;1;1463;88,885;0,901665921087425;15;-1,3093693235357
"948";"S2S_Eueu_l_16_10";30;"l";"2018";"";"Eueu";999;2018;NA;NA;0;1464;88,885;0,901665921087425;15;-1,3093693235357
"949";"S2S_Eueu_l_16_10";30;"l";"2018";"";"Eueu";999;2018;NA;NA;0;1465;88,885;0,901665921087425;15;-1,3093693235357
"950";"S2S_Eueu_l_16_10";30;"l";"2018";"";"Eueu";999;2018;NA;NA;0;1466;88,885;0,901665921087425;15;-1,3093693235357
"954";"S2S_Eueu_l_16_13";112;"l";"2019";"";"Eueu";8,5;2019;NA;NA;NA;1470;86,16;0,440459668946344;34,1666666666667;0,697669263788107
"955";"S2S_Eueu_l_16_15";112;"l";"2019";"";"Eueu";7,5;2019;NA;NA;NA;1471;79,335;-0,714671586416184;33,3333333333333;0,610406716513159
"956";"S2S_Eueu_l_16_15";112;"l";"2019";"";"Eueu";6;2019;NA;NA;NA;1472;79,335;-0,714671586416184;33,3333333333333;0,610406716513159
"957";"S2S_Eueu_l_16_15";112;"l";"2019";"";"Eueu";6;2019;NA;NA;NA;1473;79,335;-0,714671586416184;33,3333333333333;0,610406716513159
"958";"S2S_Eueu_l_16_15";112;"l";"2019";"";"Eueu";6,5;2019;NA;NA;NA;1474;79,335;-0,714671586416184;33,3333333333333;0,610406716513159
"959";"S2S_Eueu_l_16_15";112;"l";"2019";"";"Eueu";6;2019;NA;NA;NA;1475;79,335;-0,714671586416184;33,3333333333333;0,610406716513159
"960";"S2S_Eueu_l_16_15";112;"l";"2019";"";"Eueu";7;2019;NA;NA;NA;1476;79,335;-0,714671586416184;33,3333333333333;0,610406716513159
"961";"S2S_Eueu_l_16_15";112;"l";"2019";"";"Eueu";6,3;2019;NA;NA;NA;1477;79,335;-0,714671586416184;33,3333333333333;0,610406716513159
"962";"S2S_Eueu_l_16_15";112;"l";"2019";"";"Eueu";5,2;2019;NA;NA;NA;1478;79,335;-0,714671586416184;33,3333333333333;0,610406716513159
"963";"S2S_Eueu_l_16_15";112;"l";"2019";"";"Eueu";6;2019;NA;NA;NA;1479;79,335;-0,714671586416184;33,3333333333333;0,610406716513159
"964";"S2S_Eueu_l_16_15";112;"l";"2019";"";"Eueu";8;2019;NA;NA;NA;1480;79,335;-0,714671586416184;33,3333333333333;0,610406716513159
"965";"S2S_Eueu_l_16_15";112;"l";"2019";"";"Eueu";6,7;2019;NA;NA;NA;1481;79,335;-0,714671586416184;33,3333333333333;0,610406716513159
"966";"S2S_Eueu_l_16_16";112;"l";"2019";"";"Eueu";9;2019;NA;NA;NA;1482;83,18;-0,0639053333950951;35;0,784931811063055
"967";"S2S_Eueu_l_16_17";112;"l";"2018";"";"Eueu";2,9;2018;NA;NA;0;1483;78,6966666666667;-0,822709503584399;25,8333333333333;-0,174956208961373
"968";"S2S_Eueu_l_16_17";112;"l";"2018";"";"Eueu";3,2;2018;4;NA;1;1484;78,6966666666667;-0,822709503584399;25,8333333333333;-0,174956208961373
"969";"S2S_Eueu_l_16_17";112;"l";"2018";"";"Eueu";4,8;2018;8;NA;1;1485;78,6966666666667;-0,822709503584399;25,8333333333333;-0,174956208961373
"970";"S2S_Eueu_l_16_17";112;"l";"2018";"";"Eueu";5,3;2018;8;NA;1;1486;78,6966666666667;-0,822709503584399;25,8333333333333;-0,174956208961373
"971";"S2S_Eueu_l_16_17";112;"l";"2018";"";"Eueu";6;2018;8;NA;1;1487;78,6966666666667;-0,822709503584399;25,8333333333333;-0,174956208961373
"972";"S2S_Eueu_l_16_17";112;"l";"2018";"";"Eueu";6;2018;NA;NA;0;1488;78,6966666666667;-0,822709503584399;25,8333333333333;-0,174956208961373
"973";"S2S_Eueu_l_16_17";112;"l";"2018";"";"Eueu";6,4;2018;7;NA;1;1489;78,6966666666667;-0,822709503584399;25,8333333333333;-0,174956208961373
"974";"S2S_Eueu_l_16_17";112;"l";"2018";"";"Eueu";999;2018;NA;NA;0;1490;78,6966666666667;-0,822709503584399;25,8333333333333;-0,174956208961373
"980";"S2S_Eueu_l_16_18";112;"l";"2019";"";"Eueu";9;2019;NA;NA;NA;1496;83,275;-0,0478265833204521;38,3333333333333;1,13398200016285
"981";"S2S_Eueu_l_16_18";112;"l";"2019";"";"Eueu";8;2019;NA;NA;NA;1497;83,275;-0,0478265833204521;38,3333333333333;1,13398200016285
"982";"S2S_Eueu_l_16_19";112;"l";"2017";"";"Eueu";999;2018;NA;NA;0;1498;82,525;-0,174764083909741;35;0,784931811063055
"983";"S2S_Eueu_l_17_01";30;"l";"2018";"";"Eueu";999;2018;5,1;NA;1;1499;88,885;0,901665921087425;15;-1,3093693235357
"984";"S2S_Eueu_l_17_01";30;"l";"2018";"";"Eueu";999;2018;6,6;NA;1;1500;88,885;0,901665921087425;15;-1,3093693235357
"987";"S2S_Eueu_l_17_01";30;"l";"2019";"";"Eueu";5,7;2019;NA;NA;NA;1503;88,885;0,901665921087425;15;-1,3093693235357
"988";"S2S_Eueu_l_17_01";30;"l";"2019";"";"Eueu";7,7;2019;NA;NA;NA;1504;88,885;0,901665921087425;15;-1,3093693235357
"989";"S2S_Eueu_l_17_01";30;"l";"2019";"";"Eueu";6,9;2019;NA;NA;NA;1505;88,885;0,901665921087425;15;-1,3093693235357
"990";"S2S_Eueu_l_17_01";30;"l";"2019";"";"Eueu";6;2019;NA;NA;NA;1506;88,885;0,901665921087425;15;-1,3093693235357
"991";"S2S_Eueu_l_17_03";30;"l";"2019";"";"Eueu";6;2019;NA;NA;NA;1507;87,64;0,690949670109207;25,8333333333333;-0,174956208961373
"992";"S2S_Eueu_l_17_03";30;"l";"2019";"";"Eueu";6;2019;NA;NA;NA;1508;87,64;0,690949670109207;25,8333333333333;-0,174956208961373
"993";"S2S_Eueu_l_17_03";30;"l";"2019";"";"Eueu";7,5;2019;NA;NA;NA;1509;87,64;0,690949670109207;25,8333333333333;-0,174956208961373
"994";"S2S_Eueu_l_17_04";30;"l";"2019";"";"Eueu";3,5;2019;NA;NA;NA;1510;94,5;1,85200467549923;15;-1,3093693235357
"995";"S2S_Eueu_l_17_09";112;"l";"2018";"";"Eueu";3,5;2018;5,9;NA;1;1511;82,665;-0,151069083799743;36,6666666666667;0,959456905612951
"997";"S2S_Eueu_l_17_09";112;"l";"2019";"";"Eueu";5,3;2019;NA;NA;NA;1513;82,665;-0,151069083799743;36,6666666666667;0,959456905612951
"998";"S2S_Eueu_l_17_09";112;"l";"2019";"";"Eueu";5,5;2019;NA;NA;NA;1514;82,665;-0,151069083799743;36,6666666666667;0,959456905612951
"999";"S2S_Eueu_l_18_02";30;"l";"2019";"";"Eueu";5,5;2019;NA;NA;NA;1515;83,395;-0,0275165832261651;17,5;-1,04758168171085
"1000";"S2S_Eueu_l_18_10";30;"l";"2019";"";"Eueu";8;2019;NA;NA;NA;1516;88,885;0,901665921087425;15;-1,3093693235357
"1001";"S2S_Eueu_l_18_10";30;"l";"2019";"";"Eueu";13;2019;NA;NA;NA;1517;88,885;0,901665921087425;15;-1,3093693235357
"1002";"S2S_Eueu_l_18_10";30;"l";"2019";"";"Eueu";5;2019;NA;NA;NA;1518;88,885;0,901665921087425;15;-1,3093693235357
"1003";"S2S_Eueu_l_18_11";112;"l";"2019";"";"Eueu";10;2019;NA;NA;NA;1519;84,49;0,157812167634196;25,8333333333333;-0,174956208961373
"1004";"S2S_Eueu_l_18_11";112;"l";"2019";"";"Eueu";6;2019;NA;NA;NA;1520;84,49;0,157812167634196;25,8333333333333;-0,174956208961373
"1005";"S2S_Eueu_l_18_11";112;"l";"2019";"";"Eueu";7;2019;NA;NA;NA;1521;84,49;0,157812167634196;25,8333333333333;-0,174956208961373
"1006";"S2S_Eueu_l_18_11";112;"l";"2019";"";"Eueu";8;2019;NA;NA;NA;1522;84,49;0,157812167634196;25,8333333333333;-0,174956208961373
"1007";"S2S_Eueu_l_18_11";112;"l";"2019";"";"Eueu";6;2019;NA;NA;NA;1523;84,49;0,157812167634196;25,8333333333333;-0,174956208961373
"1008";"S2S_Eueu_l_18_14";112;"l";"2019";"";"Eueu";5,5;2019;NA;NA;NA;1524;79,335;-0,714671586416184;40;1,30850709471274
"1009";"S2S_Eueu_l_18_17";112;"l";"2019";"";"Eueu";8,5;2019;NA;NA;NA;1525;78,6966666666667;-0,822709503584399;25,8333333333333;-0,174956208961373
"1010";"S2S_Eueu_l_18_17";112;"l";"2019";"";"Eueu";6,5;2019;NA;NA;NA;1526;78,6966666666667;-0,822709503584399;25,8333333333333;-0,174956208961373
"1011";"S2S_Eueu_l_18_18";112;"l";"2019";"";"Eueu";7,8;2019;NA;NA;NA;1527;83,275;-0,0478265833204521;38,3333333333333;1,13398200016285
"1012";"S2S_Eueu_l_18_18";112;"l";"2019";"";"Eueu";7,1;2019;NA;NA;NA;1528;83,275;-0,0478265833204521;38,3333333333333;1,13398200016285
"1013";"S2S_Eueu_o_16_01";315;"o";"2018";"";"Eueu";3;2018;NA;NA;0;1529;84,98;0,240744668019195;24,1666666666667;-0,349481303511269
"1014";"S2S_Eueu_o_16_01";315;"o";"2018";"";"Eueu";3,7;2018;NA;NA;0;1530;84,98;0,240744668019195;24,1666666666667;-0,349481303511269
"1015";"S2S_Eueu_o_16_01";315;"o";"2018";"";"Eueu";3,8;2018;NA;NA;0;1531;84,98;0,240744668019195;24,1666666666667;-0,349481303511269
"1016";"S2S_Eueu_o_16_01";315;"o";"2018";"";"Eueu";3,8;2018;NA;NA;0;1532;84,98;0,240744668019195;24,1666666666667;-0,349481303511269
"1017";"S2S_Eueu_o_16_01";315;"o";"2018";"";"Eueu";4;2018;NA;NA;0;1533;84,98;0,240744668019195;24,1666666666667;-0,349481303511269
"1018";"S2S_Eueu_o_16_01";315;"o";"2018";"";"Eueu";4,3;2018;6;NA;1;1534;84,98;0,240744668019195;24,1666666666667;-0,349481303511269
"1019";"S2S_Eueu_o_16_01";315;"o";"2018";"";"Eueu";4,5;2018;7,5;NA;1;1535;84,98;0,240744668019195;24,1666666666667;-0,349481303511269
"1020";"S2S_Eueu_o_16_01";315;"o";"2018";"";"Eueu";4,5;2018;NA;NA;0;1536;84,98;0,240744668019195;24,1666666666667;-0,349481303511269
"1021";"S2S_Eueu_o_16_01";315;"o";"2018";"";"Eueu";5;2018;NA;NA;0;1537;84,98;0,240744668019195;24,1666666666667;-0,349481303511269
"1022";"S2S_Eueu_o_16_01";315;"o";"2018";"";"Eueu";6;2018;NA;NA;0;1538;84,98;0,240744668019195;24,1666666666667;-0,349481303511269
"1023";"S2S_Eueu_o_16_01";315;"o";"2018";"";"Eueu";6;2018;NA;NA;0;1539;84,98;0,240744668019195;24,1666666666667;-0,349481303511269
"1024";"S2S_Eueu_o_16_01";315;"o";"2018";"";"Eueu";6,5;2018;NA;NA;0;1540;84,98;0,240744668019195;24,1666666666667;-0,349481303511269
"1025";"S2S_Eueu_o_16_01";315;"o";"2018";"";"Eueu";7,5;2018;NA;NA;0;1541;84,98;0,240744668019195;24,1666666666667;-0,349481303511269
"1028";"S2S_Eueu_o_16_02";315;"o";"2018";"";"Eueu";999;2018;7,5;NA;1;1544;83,82;0,0444146671077623;30,8333333333333;0,348619074688315
"1029";"S2S_Eueu_o_16_02";315;"o";"2018";"";"Eueu";999;2018;6,2;NA;1;1545;83,82;0,0444146671077623;30,8333333333333;0,348619074688315
"1030";"S2S_Eueu_o_16_02";315;"o";"2018";"";"Eueu";999;2018;6,5;NA;1;1546;83,82;0,0444146671077623;30,8333333333333;0,348619074688315
"1031";"S2S_Eueu_o_16_02";315;"o";"2018";"";"Eueu";999;2018;3,7;NA;1;1547;83,82;0,0444146671077623;30,8333333333333;0,348619074688315
"1032";"S2S_Eueu_o_16_02";315;"o";"2018";"";"Eueu";999;2018;NA;NA;0;1548;83,82;0,0444146671077623;30,8333333333333;0,348619074688315
"1037";"S2S_Eueu_o_16_03";315;"o";"2018";"";"Eueu";2,7;2018;13;NA;1;1553;84,85;0,218742167917052;12,5;-1,57115696536054
"1038";"S2S_Eueu_o_16_03";315;"o";"2018";"";"Eueu";3,8;2018;10;NA;1;1554;84,85;0,218742167917052;12,5;-1,57115696536054
"1039";"S2S_Eueu_o_16_03";315;"o";"2018";"";"Eueu";4;2018;NA;NA;0;1555;84,85;0,218742167917052;12,5;-1,57115696536054
"1040";"S2S_Eueu_o_16_03";315;"o";"2018";"";"Eueu";4;2018;12;NA;1;1556;84,85;0,218742167917052;12,5;-1,57115696536054
"1041";"S2S_Eueu_o_16_03";315;"o";"2018";"";"Eueu";4,3;2018;11;NA;1;1557;84,85;0,218742167917052;12,5;-1,57115696536054
"1042";"S2S_Eueu_o_16_03";315;"o";"2018";"";"Eueu";4,8;2018;15;NA;1;1558;84,85;0,218742167917052;12,5;-1,57115696536054
"1043";"S2S_Eueu_o_16_03";315;"o";"2018";"";"Eueu";5,4;2018;NA;NA;0;1559;84,85;0,218742167917052;12,5;-1,57115696536054
"1044";"S2S_Eueu_o_16_03";315;"o";"2018";"";"Eueu";5,5;2018;10;NA;1;1560;84,85;0,218742167917052;12,5;-1,57115696536054
"1045";"S2S_Eueu_o_16_03";315;"o";"2018";"";"Eueu";5,5;2018;12;NA;1;1561;84,85;0,218742167917052;12,5;-1,57115696536054
"1046";"S2S_Eueu_o_16_03";315;"o";"2018";"";"Eueu";6;2018;13;NA;1;1562;84,85;0,218742167917052;12,5;-1,57115696536054
"1047";"S2S_Eueu_o_16_03";315;"o";"2018";"";"Eueu";6,3;2018;NA;NA;0;1563;84,85;0,218742167917052;12,5;-1,57115696536054
