"";"gps";"sites";"forest";"ind_id";"tag_id";"species";"h";"year";"hnext";"yearnext";"surv";"olre";"cc";"z.cc";"bk1";"z.veg"
"566";"036_T1_70";36;"l";"13";"Eueu_se_1202";"Eueu";6;2017;NA;2018;0;773;87,644;0,691626670112351;16,3333333333333;-1,16974924789578
"567";"036_T1_70";36;"l";"11";"Rhca_se_1201";"Rhca";4;2017;NA;2018;0;774;87,644;0,691626670112351;16,3333333333333;-1,16974924789578
"568";"036_T1_70";36;"l";"2";"Soau_se_1201";"Soau";4;2017;NA;2018;0;775;87,644;0,691626670112351;16,3333333333333;-1,16974924789578
"569";"036_T1_70";36;"l";"8";"Soau_se_1208";"Soau";6;2017;NA;2018;1;790;87,644;0,691626670112351;16,3333333333333;-1,16974924789578
"570";"036_T1_70";36;"l";"12";"Soau_se_1209";"Soau";4;2017;NA;2018;0;791;87,644;0,691626670112351;16,3333333333333;-1,16974924789578
"571";"036_T1_70";36;"l";"10";"Soau_se_1210";"Soau";5;2017;NA;2018;1;792;87,644;0,691626670112351;16,3333333333333;-1,16974924789578
"576";"036_T1_70";36;"l";"1";"Eueu_se_1201";"Eueu";7;2017;NA;2018;1;770;87,644;0,691626670112351;16,3333333333333;-1,16974924789578
"579";"036_T1_70";36;"l";"4";"Soau_se_1203";"Soau";4;2017;NA;2018;0;777;87,644;0,691626670112351;16,3333333333333;-1,16974924789578
"580";"036_T1_70";36;"l";"7";"Soau_se_1204";"Soau";3;2017;NA;2018;0;778;87,644;0,691626670112351;16,3333333333333;-1,16974924789578
"581";"036_T1_70";36;"l";"6";"Soau_se_1205";"Soau";4,5;2017;NA;2018;0;779;87,644;0,691626670112351;16,3333333333333;-1,16974924789578
"582";"036_T1_70";36;"l";"3";"Soau_se_1202";"Soau";4;2017;NA;2018;0;776;87,644;0,691626670112351;16,3333333333333;-1,16974924789578
"583";"036_T1_70";36;"l";"14";"Soau_se_1211";"Soau";3;2017;NA;2018;0;781;87,644;0,691626670112351;16,3333333333333;-1,16974924789578
"584";"036_T1_70";36;"l";"15";"Soau_se_1212";"Soau";2,5;2017;NA;2018;1;782;87,644;0,691626670112351;16,3333333333333;-1,16974924789578
"585";"036_T1_70";36;"l";"16";"Soau_se_1213";"Soau";4,5;2017;6;2018;1;783;87,644;0,691626670112351;16,3333333333333;-1,16974924789578
"586";"036_T1_70";36;"l";"5";"Soau_se_1206";"Soau";3;2017;NA;2018;0;780;87,644;0,691626670112351;16,3333333333333;-1,16974924789578
"587";"036_T1_70";36;"l";"17";"Soau_se_1214";"Soau";4,5;2017;NA;2018;0;784;87,644;0,691626670112351;16,3333333333333;-1,16974924789578
"588";"203_T2_70";203;"l";"";"Fral_se_1001";"Fral";5,7;2017;NA;2018;0;986;83,5033333333333;-0,00918116647438122;26,1111111111111;-0,145868693203057
"592";"301_T5_50_se";301;"o";"2018";"";"Fral";999;2018;6,5;2019;1;987;92,69;1,54566217407708;NA;NA
"594";"301_T5_50_se";301;"o";"2018";"";"Risp";999;2018;5,5;2019;1;989;92,69;1,54566217407708;NA;NA
"595";"301_T5_50_se";301;"o";"2018";"";"Risp";999;2018;3,5;2019;1;990;92,69;1,54566217407708;NA;NA
"596";"301_T5_50_se";301;"o";"2018";"";"Risp";999;2018;NA;2019;0;991;92,69;1,54566217407708;NA;NA
"597";"301_T5_50_se";301;"o";"2018";"";"Risp";999;2018;3;2019;1;992;92,69;1,54566217407708;NA;NA
"601";"301_T5_50_se";301;"o";"2018";"";"Soau";999;2018;NA;2019;0;996;92,69;1,54566217407708;NA;NA
"602";"301_T5_50_se";301;"o";"2018";"";"Soau";999;2018;10;2019;1;997;92,69;1,54566217407708;NA;NA
"603";"301_T5_50_se";301;"o";"2018";"";"Soau";999;2018;3,5;2019;1;998;92,69;1,54566217407708;NA;NA
"604";"301_T5_50_se";301;"o";"2018";"";"Soau";999;2018;3;2019;1;999;92,69;1,54566217407708;NA;NA
"605";"301_T5_50_se";301;"o";"2018";"";"Soau";999;2018;3,5;2019;1;1000;92,69;1,54566217407708;NA;NA
"606";"301_T5_50_se";301;"o";"2018";"";"Viop";999;2018;6;2019;1;1005;92,69;1,54566217407708;NA;NA
"610";"303_T1_10";303;"o";"26";"Viop_se_1201";"Viop";6;2017;7,5;2018;1;1014;88,836;0,893372671048926;23;-0,471648869696197
"612";"303_T1_10";303;"o";"31";"Eueu_se_1201";"Eueu";7;2017;NA;2018;0;1007;88,836;0,893372671048926;23;-0,471648869696197
"613";"303_T1_10";303;"o";"16";"Soau_se_1201";"Soau";4;2017;3;2018;1;1008;88,836;0,893372671048926;23;-0,471648869696197
"615";"303_T1_10";303;"o";"29";"Viop_se_1202";"Viop";7;2017;9,5;2018;1;1010;88,836;0,893372671048926;23;-0,471648869696197
"618";"303_T1_10";303;"o";"32";"Viop_se_1203";"Viop";6;2017;NA;2018;0;1013;88,836;0,893372671048926;23;-0,471648869696197
"622";"312_07";312;"o";"";"Fral_se_1001";"Fral";6;2017;7;2018;1;1017;82,176;-0,233832334183957;NA;NA
"623";"312_07";312;"o";"";"Fral_se_1004";"Fral";2;2017;NA;2018;0;1018;82,176;-0,233832334183957;NA;NA
"624";"312_07";312;"o";"";"Fral_se_1008";"Fral";3,1;2017;NA;2018;0;1019;82,176;-0,233832334183957;NA;NA
"625";"312_07";312;"o";"";"Fral_se_1012";"Fral";1,8;2017;NA;2018;0;1020;82,176;-0,233832334183957;NA;NA
"626";"312_07";312;"o";"";"Fral_se_1013";"Fral";3,9;2017;3;2018;1;1021;82,176;-0,233832334183957;NA;NA
"627";"312_07";312;"o";"";"Fral_se_1020";"Fral";4,2;2017;NA;2018;0;1022;82,176;-0,233832334183957;NA;NA
"628";"312_07";312;"o";"";"Fral_se_1021";"Fral";4,8;2017;NA;2018;0;1023;82,176;-0,233832334183957;NA;NA
"629";"312_07";312;"o";"";"Fral_se_1022";"Fral";2,9;2017;3,5;2018;1;1024;82,176;-0,233832334183957;NA;NA
"630";"312_07";312;"o";"";"Fral_se_1023";"Fral";4;2017;5,8;2018;1;1025;82,176;-0,233832334183957;NA;NA
"631";"312_07";312;"o";"";"Fral_se_1027";"Fral";3,7;2017;4,5;2018;1;1026;82,176;-0,233832334183957;NA;NA
"632";"312_07";312;"o";"";"Fral_se_1031";"Fral";2,2;2017;2;2018;1;1027;82,176;-0,233832334183957;NA;NA
"633";"312_07";312;"o";"";"Fral_se_1032";"Fral";4,5;2017;4,9;2018;1;1028;82,176;-0,233832334183957;NA;NA
"634";"312_07";312;"o";"";"Fral_se_1033";"Fral";3,8;2017;NA;2018;0;1029;82,176;-0,233832334183957;NA;NA
"635";"312_07";312;"o";"";"Fral_se_1034";"Fral";3,9;2017;NA;2018;0;1030;82,176;-0,233832334183957;NA;NA
"636";"312_07";312;"o";"";"Fral_se_1041";"Fral";2,1;2017;3;2018;1;1031;82,176;-0,233832334183957;NA;NA
"637";"312_07";312;"o";"";"Fral_se_1042";"Fral";1;2017;NA;2018;0;1032;82,176;-0,233832334183957;NA;NA
"638";"312_07";312;"o";"";"Fral_se_1046";"Fral";3,5;2017;4,4;2018;1;1033;82,176;-0,233832334183957;NA;NA
"639";"312_07";312;"o";"";"Fral_se_1047";"Fral";6,2;2017;NA;2018;0;1034;82,176;-0,233832334183957;NA;NA
"656";"312_07";312;"o";"";"Fral_se_1005";"Fral";4,8;2017;4;2018;1;1051;82,176;-0,233832334183957;NA;NA
"657";"312_07";312;"o";"";"Fral_se_1014";"Fral";4,1;2017;5,9;2018;1;1052;82,176;-0,233832334183957;NA;NA
"658";"312_07";312;"o";"";"Fral_se_1028";"Fral";4;2017;5;2018;1;1053;82,176;-0,233832334183957;NA;NA
"659";"312_07";312;"o";"";"Fral_se_1029";"Fral";4,8;2017;NA;2018;0;1054;82,176;-0,233832334183957;NA;NA
"660";"312_07";312;"o";"";"Fral_se_1030";"Fral";3;2017;4,5;2018;1;1055;82,176;-0,233832334183957;NA;NA
"661";"312_07";312;"o";"";"Fral_se_1039";"Fral";2,9;2017;NA;2018;0;1056;82,176;-0,233832334183957;NA;NA
"662";"312_07";312;"o";"";"Fral_se_1040";"Fral";6,8;2017;6;2018;1;1057;82,176;-0,233832334183957;NA;NA
"663";"312_07";312;"o";"";"Fral_se_1043";"Fral";2,3;2017;NA;2018;0;1058;82,176;-0,233832334183957;NA;NA
"664";"312_07";312;"o";"";"Fral_se_1044";"Fral";4;2017;NA;2018;0;1059;82,176;-0,233832334183957;NA;NA
"665";"312_07";312;"o";"";"Fral_se_1045";"Fral";1,2;2017;NA;2018;0;1060;82,176;-0,233832334183957;NA;NA
"666";"312_07";312;"o";"";"Fral_se_1048";"Fral";3,3;2017;NA;2018;0;1061;82,176;-0,233832334183957;NA;NA
"676";"312_07";312;"o";"";"Fral_se_1015";"Fral";1,8;2017;NA;2018;0;1071;82,176;-0,233832334183957;NA;NA
"677";"312_07";312;"o";"";"Fral_se_1016";"Fral";6;2017;6;2018;1;1072;82,176;-0,233832334183957;NA;NA
"678";"312_07";312;"o";"";"Fral_se_1017";"Fral";3;2017;NA;2018;0;1073;82,176;-0,233832334183957;NA;NA
"679";"312_07";312;"o";"";"Fral_se_1018";"Fral";3,9;2017;NA;2018;0;1074;82,176;-0,233832334183957;NA;NA
"680";"312_07";312;"o";"";"Fral_se_1019";"Fral";1,5;2017;3;2018;1;1075;82,176;-0,233832334183957;NA;NA
"681";"312_07";312;"o";"";"Fral_se_1037";"Fral";1,4;2017;2;2018;1;1076;82,176;-0,233832334183957;NA;NA
"682";"312_07";312;"o";"";"Fral_se_1038";"Fral";2;2017;2;2018;1;1077;82,176;-0,233832334183957;NA;NA
"688";"312_07";312;"o";"";"Soau_se_1004";"Soau";3,1;2017;NA;2018;0;1123;82,176;-0,233832334183957;NA;NA
"689";"312_07";312;"o";"";"Soau_se_1002";"Soau";3,5;2017;NA;2018;0;1124;82,176;-0,233832334183957;NA;NA
"691";"312_07";312;"o";"";"Fral_se_1002";"Fral";3,9;2017;NA;2018;0;1086;82,176;-0,233832334183957;NA;NA
"692";"312_07";312;"o";"";"Fral_se_1003";"Fral";2,5;2017;NA;2018;0;1087;82,176;-0,233832334183957;NA;NA
"693";"312_07";312;"o";"";"Fral_se_1006";"Fral";5;2017;NA;2018;0;1088;82,176;-0,233832334183957;NA;NA
"694";"312_07";312;"o";"";"Fral_se_1007";"Fral";2,7;2017;NA;2018;0;1089;82,176;-0,233832334183957;NA;NA
"695";"312_07";312;"o";"";"Fral_se_2001";"Fral";2;2018;1,5;2019;1;1090;82,176;-0,233832334183957;NA;NA
"696";"312_07";312;"o";"";"Fral_se_2002";"Fral";3;2018;2,5;2019;1;1091;82,176;-0,233832334183957;NA;NA
"699";"312_07";312;"o";"";"Fral_se_1009";"Fral";4;2017;5;2018;1;1094;82,176;-0,233832334183957;NA;NA
"700";"312_07";312;"o";"";"Fral_se_1010";"Fral";2,7;2017;NA;2018;0;1095;82,176;-0,233832334183957;NA;NA
"701";"312_07";312;"o";"";"Fral_se_1011";"Fral";4,9;2017;NA;2018;0;1096;82,176;-0,233832334183957;NA;NA
"702";"312_07";312;"o";"";"Fral_se_1024";"Fral";4,6;2017;NA;2018;0;1097;82,176;-0,233832334183957;NA;NA
"703";"312_07";312;"o";"";"Fral_se_1025";"Fral";5;2017;NA;2018;0;1098;82,176;-0,233832334183957;NA;NA
"704";"312_07";312;"o";"";"Fral_se_1026";"Fral";6,3;2017;7;2018;1;1099;82,176;-0,233832334183957;NA;NA
"707";"312_07";312;"o";"";"Fral_se_2003";"Fral";3;2018;NA;2019;0;1102;82,176;-0,233832334183957;NA;NA
"709";"312_07";312;"o";"";"Fral_se_1035";"Fral";3,2;2017;4,5;2018;1;1104;82,176;-0,233832334183957;NA;NA
"710";"312_07";312;"o";"";"Fral_se_1036";"Fral";3,7;2017;NA;2018;0;1105;82,176;-0,233832334183957;NA;NA
"713";"312_07";312;"o";"";"Rhca_se_1002";"Rhca";2,7;2017;NA;2018;0;1108;82,176;-0,233832334183957;NA;NA
"714";"312_07";312;"o";"";"Rhca_se_1004";"Rhca";4,2;2017;NA;2018;0;1109;82,176;-0,233832334183957;NA;NA
"715";"312_07";312;"o";"";"Rhca_se_1001";"Rhca";3,8;2017;NA;2018;0;1110;82,176;-0,233832334183957;NA;NA
"716";"312_07";312;"o";"";"Rhca_se_1003";"Rhca";3;2017;NA;2018;0;1111;82,176;-0,233832334183957;NA;NA
"717";"312_07";312;"o";"";"Risp_se_1001";"Risp";4,6;2017;5;2018;1;1112;82,176;-0,233832334183957;NA;NA
"720";"312_07";312;"o";"";"Soau_se_1005";"Soau";2;2017;NA;2018;0;1115;82,176;-0,233832334183957;NA;NA
"721";"312_07";312;"o";"";"Soau_se_1007";"Soau";3,4;2017;3,9;2018;1;1116;82,176;-0,233832334183957;NA;NA
"724";"312_07";312;"o";"";"Soau_se_1006";"Soau";1,9;2017;NA;2018;0;1119;82,176;-0,233832334183957;NA;NA
"725";"312_07";312;"o";"";"Soau_se_1001";"Soau";2,8;2017;4;2018;1;1120;82,176;-0,233832334183957;NA;NA
"727";"312_07";312;"o";"";"Viop_se_2001";"Viop";2,5;2018;1,5;2019;1;1126;82,176;-0,233832334183957;NA;NA
"729";"312_07";312;"o";"";"Viop_se_1001";"Viop";4;2017;NA;2018;0;1128;82,176;-0,233832334183957;NA;NA
"730";"312_07";312;"o";"";"Soau_se_1003";"Soau";2;2017;NA;2018;0;1125;82,176;-0,233832334183957;NA;NA
"731";"312_08";312;"o";"";"Fral_se_1104";"Fral";4,3;2017;5,9;2018;1;1162;76,0866666666667;-1,26445200563512;NA;NA
"733";"312_08";312;"o";"";"Fral_se_2001";"Fral";4,4;2018;6;2019;1;1164;76,0866666666667;-1,26445200563512;NA;NA
"734";"312_08";312;"o";"";"Eueu_se_2001";"Eueu";4;2018;NA;2019;0;1129;76,0866666666667;-1,26445200563512;NA;NA
"735";"312_08";312;"o";"";"Eueu_se_1104";"Eueu";3;2017;4;2018;1;1130;76,0866666666667;-1,26445200563512;NA;NA
"738";"312_08";312;"o";"";"Eueu_se_1103";"Eueu";5,5;2017;5;2018;1;1133;76,0866666666667;-1,26445200563512;NA;NA
"740";"312_08";312;"o";"";"Eueu_se_1101";"Eueu";6,5;2017;6;2018;1;1135;76,0866666666667;-1,26445200563512;NA;NA
"743";"312_08";312;"o";"";"Eueu_se_1102";"Eueu";5;2017;NA;2018;0;1138;76,0866666666667;-1,26445200563512;NA;NA
"744";"312_08";312;"o";"";"Fral_se_1111";"Fral";3;2017;NA;2018;0;1139;76,0866666666667;-1,26445200563512;NA;NA
"745";"312_08";312;"o";"";"Fral_se_1105";"Fral";2,5;2017;4,7;2018;1;1140;76,0866666666667;-1,26445200563512;NA;NA
"747";"312_08";312;"o";"";"Fral_se_1107";"Fral";7;2017;NA;2018;0;1142;76,0866666666667;-1,26445200563512;NA;NA
"748";"312_08";312;"o";"";"Fral_se_1113";"Fral";2,5;2017;NA;2018;0;1143;76,0866666666667;-1,26445200563512;NA;NA
"749";"312_08";312;"o";"";"Fral_se_1114";"Fral";3;2017;NA;2018;0;1144;76,0866666666667;-1,26445200563512;NA;NA
"750";"312_08";312;"o";"";"Fral_se_1106";"Fral";4;2017;5,9;2018;1;1145;76,0866666666667;-1,26445200563512;NA;NA
"751";"312_08";312;"o";"";"Fral_se_1112";"Fral";1;2017;NA;2018;0;1146;76,0866666666667;-1,26445200563512;NA;NA
"753";"312_08";312;"o";"";"Fral_se_1102";"Fral";4,1;2017;6,5;2018;1;1148;76,0866666666667;-1,26445200563512;NA;NA
"756";"312_08";312;"o";"";"Fral_se_1101";"Fral";5;2017;6;2018;1;1151;76,0866666666667;-1,26445200563512;NA;NA
"757";"312_08";312;"o";"";"Fral_se_1109";"Fral";1;2017;NA;2018;0;1152;76,0866666666667;-1,26445200563512;NA;NA
"758";"312_08";312;"o";"";"Fral_se_1110";"Fral";4,5;2017;NA;2018;0;1153;76,0866666666667;-1,26445200563512;NA;NA
"760";"312_08";312;"o";"";"Fral_se_2003";"Fral";3,8;2018;14;2019;1;1155;76,0866666666667;-1,26445200563512;NA;NA
"763";"312_08";312;"o";"";"Fral_se_1108";"Fral";5,5;2017;NA;2018;0;1158;76,0866666666667;-1,26445200563512;NA;NA
"764";"312_08";312;"o";"";"Fral_se_1103";"Fral";5;2017;5,8;2018;1;1159;76,0866666666667;-1,26445200563512;NA;NA
"767";"312_08";312;"o";"";"Soau_se_2001";"Soau";3,7;2018;4,5;2019;1;1175;76,0866666666667;-1,26445200563512;NA;NA
"770";"312_08";312;"o";"";"Fral_se_2002";"Fral";3;2018;3,5;2019;1;1165;76,0866666666667;-1,26445200563512;NA;NA
"774";"312_08";312;"o";"";"Fral_se_2004";"Fral";4,5;2018;4;2019;1;1169;76,0866666666667;-1,26445200563512;NA;NA
"776";"312_08";312;"o";"";"Rhca_se_1102";"Rhca";1,8;2017;4,1;2018;1;1171;76,0866666666667;-1,26445200563512;NA;NA
"777";"312_08";312;"o";"";"Rhca_se_1101";"Rhca";2;2017;3;2018;1;1173;76,0866666666667;-1,26445200563512;NA;NA
"779";"312_S2";312;"o";"";"Eueu_se_2501";"Eueu";2,5;2018;5;2019;1;1177;89,69;1,03791217171993;NA;NA
"780";"312_S2";312;"o";"";"Fral_se_2501";"Fral";6,5;2018;NA;2019;0;1179;89,69;1,03791217171993;NA;NA
"781";"312_S2";312;"o";"";"Fral_se_2502";"Fral";6,5;2018;NA;2019;0;1180;89,69;1,03791217171993;NA;NA
"782";"312_S2";312;"o";"";"Fral_se_2503";"Fral";4,5;2018;NA;2019;0;1181;89,69;1,03791217171993;NA;NA
"784";"312_S2";312;"o";"";"Fral_se_2505";"Fral";7;2018;8;2019;1;1183;89,69;1,03791217171993;NA;NA
"785";"312_S2";312;"o";"";"Fral_se_2506";"Fral";4,5;2018;3,5;2019;1;1184;89,69;1,03791217171993;NA;NA
"787";"312_S2";312;"o";"";"Fral_se_2504";"Fral";4,5;2018;NA;2019;0;1182;89,69;1,03791217171993;NA;NA
"791";"315_26";315;"o";"";"Rhca_se_1501";"Rhca";2,5;2017;7;2018;1;1187;80,5125;-0,515379710490999;NA;NA
"792";"315_Q1";315;"o";"";"Rhca_se_2459";"Rhca";3,5;2018;NA;2019;0;1190;90,595;1,191083422431;NA;NA
"795";"315_Q1";315;"o";"";"Rhca_se_2452";"Rhca";3,5;2018;NA;2019;0;1194;90,595;1,191083422431;NA;NA
"796";"315_Q1";315;"o";"";"Rhca_se_2460";"Rhca";6;2018;7,4;2019;1;1191;90,595;1,191083422431;NA;NA
"797";"315_Q1";315;"o";"";"Rhca_se_2461";"Rhca";3;2018;NA;2019;0;1192;90,595;1,191083422431;NA;NA
"799";"315_Q1";315;"o";"";"Rhca_se_2454";"Rhca";4;2018;NA;2019;0;1198;90,595;1,191083422431;NA;NA
"800";"315_Q1";315;"o";"";"Rhca_se_2458";"Rhca";2,9;2018;3,9;2019;1;1195;90,595;1,191083422431;NA;NA
"802";"315_Q1";315;"o";"";"Rhca_se_2453";"Rhca";4,5;2018;NA;2019;0;1197;90,595;1,191083422431;NA;NA
"803";"315_Q1";315;"o";"";"Rhca_se_2455";"Rhca";4;2018;4,4;2019;1;1202;90,595;1,191083422431;NA;NA
"804";"315_Q1";315;"o";"";"Rhca_se_2457";"Rhca";3,7;2018;NA;2019;0;1199;90,595;1,191083422431;NA;NA
"805";"315_Q1";315;"o";"";"Rhca_se_2456";"Rhca";4;2018;NA;2019;0;1200;90,595;1,191083422431;NA;NA
"806";"315_Q1";315;"o";"";"Rhca_se_2451";"Rhca";2,3;2018;2,1;2019;1;1201;90,595;1,191083422431;NA;NA
"807";"315_T3_30";315;"o";"";"Viop_se_2101";"Viop";5;2018;NA;2019;0;1205;90,408;1,15943367228408;27,6666666666667;0,0170213950435124
"808";"MG_Eueu_l_18_05";112;"l";"2019";"";"Eueu";3,5;2019;NA;NA;NA;1324;80,335;-0,545421585630466;5,16666666666667;-2,33906738138008
"809";"MG_Eueu_l_18_06";112;"l";"2019";"";"Eueu";5;2019;NA;NA;NA;1325;79,8;-0,635970336050825;28,5;0,10428394231846
"810";"MG_Eueu_l_18_07";112;"l";"2019";"";"Eueu";4;2019;NA;NA;NA;1326;82,65;-0,153607833811526;25,5;-0,209861227871353
"811";"MG_Eueu_l_18_07";112;"l";"2019";"";"Eueu";5;2019;NA;NA;NA;1327;82,65;-0,153607833811526;25,5;-0,209861227871353
"812";"MG_Eueu_l_18_07";112;"l";"2019";"";"Eueu";5,5;2019;NA;NA;NA;1328;82,65;-0,153607833811526;25,5;-0,209861227871353
"813";"MG_Eueu_l_18_07";112;"l";"2019";"";"Eueu";6;2019;NA;NA;NA;1329;82,65;-0,153607833811526;25,5;-0,209861227871353
"814";"MG_Eueu_l_18_07";112;"l";"2019";"";"Eueu";7;2019;NA;NA;NA;1330;82,65;-0,153607833811526;25,5;-0,209861227871353
"815";"MG_Eueu_l_18_07";112;"l";"2019";"";"Eueu";7,5;2019;NA;NA;NA;1331;82,65;-0,153607833811526;25,5;-0,209861227871353
"816";"MG_Eueu_l_18_08";36;"l";"2019";"";"Eueu";999;2019;NA;NA;NA;1332;88,88;0,900819671083497;12,6666666666667;-1,55370445590555
"817";"MG_Eueu_o_18_01";312;"o";"2019";"";"Eueu";6;2019;NA;NA;NA;1333;89,755;1,048913421771;8,16666666666667;-2,02492221119027
"818";"MG_Eueu_o_18_01";312;"o";"2019";"";"Eueu";8;2019;NA;NA;NA;1334;89,755;1,048913421771;8,16666666666667;-2,02492221119027
"819";"MG_Eueu_o_18_01";312;"o";"2019";"";"Eueu";3;2019;NA;NA;NA;1335;89,755;1,048913421771;8,16666666666667;-2,02492221119027
"820";"MG_Eueu_o_18_02";312;"o";"2019";"";"Eueu";999;2019;NA;NA;NA;1336;82,255;-0,220461584121886;22;-0,576363926426134
"821";"MG_Eueu_o_18_04";303;"o";"2019";"";"Eueu";6,5;2019;NA;NA;NA;1337;85,18;0,274594668176341;10,8333333333333;-1,74568205991044
"822";"MG_Eueu_o_18_05";303;"o";"2019";"";"Eueu";8;2019;NA;NA;NA;1338;87,74;0,707874670187781;13,1666666666667;-1,50134692754058
"823";"MG_Eueu_o_18_05";303;"o";"2019";"";"Eueu";5;2019;NA;NA;NA;1339;87,74;0,707874670187781;13,1666666666667;-1,50134692754058
"824";"MG_Eueu_o_18_09";315;"o";"2019";"";"Eueu";6;2019;NA;NA;NA;1340;86,515;0,500543419225274;4,5;-2,40887741920004
"825";"MG_Eueu_o_18_09";315;"o";"2019";"";"Eueu";6,5;2019;NA;NA;NA;1341;86,515;0,500543419225274;4,5;-2,40887741920004
"826";"MG_Fral_l_18_04";112;"l";"2019";"";"Fral";4;2019;NA;NA;NA;1342;85,615;0,348218418518127;24,5;-0,31457628460129
"827";"MG_Fral_l_18_06";203;"l";"2019";"";"Fral";4,5;2019;NA;NA;NA;1343;92,59;1,52873717399851;10,6666666666667;-1,76313456936543
"828";"MG_Fral_l_18_07";13;"l";"2019";"";"Fral";8;2019;NA;NA;NA;1344;87,945;0,74257092034885;14,1666666666667;-1,39663187081065
"829";"MG_Prpa_l_18_01";30;"l";"2019";"";"Prpa";999;2019;NA;NA;NA;1345;83,955;0,0672634172138351;18,25;-0,9690453891634
"830";"MG_Prpa_l_18_04";112;"l";"2019";"";"Prpa";6;2019;NA;NA;NA;1346;80,335;-0,545421585630466;5,16666666666667;-2,33906738138008
"831";"MG_Prpa_l_18_04";112;"l";"2019";"";"Prpa";3,9;2019;NA;NA;NA;1347;80,335;-0,545421585630466;5,16666666666667;-2,33906738138008
"832";"MG_Prpa_l_18_04";112;"l";"2019";"";"Prpa";6,8;2019;NA;NA;NA;1348;80,335;-0,545421585630466;5,16666666666667;-2,33906738138008
"833";"MG_Prpa_l_18_04";112;"l";"2019";"";"Prpa";4,9;2019;NA;NA;NA;1349;80,335;-0,545421585630466;5,16666666666667;-2,33906738138008
"834";"MG_Prpa_l_18_04";112;"l";"2019";"";"Prpa";8,7;2019;NA;NA;NA;1350;80,335;-0,545421585630466;5,16666666666667;-2,33906738138008
"835";"MG_Prpa_l_18_04";112;"l";"2019";"";"Prpa";7,8;2019;NA;NA;NA;1351;80,335;-0,545421585630466;5,16666666666667;-2,33906738138008
"836";"MG_Prpa_l_18_04";112;"l";"2019";"";"Prpa";4,9;2019;NA;NA;NA;1352;80,335;-0,545421585630466;5,16666666666667;-2,33906738138008
"837";"MG_Prpa_l_18_05";112;"l";"2019";"";"Prpa";6,5;2019;NA;NA;NA;1353;89,19;0,95328717132707;22,6666666666667;-0,506553888606176
"838";"MG_Prpa_l_18_06";203;"l";"2019";"";"Prpa";8;2019;NA;NA;NA;1354;87,935;0,740878420340995;17,8333333333333;-1,01267666280087
"839";"MG_Prpa_l_18_08";36;"l";"2019";"";"Prpa";11;2019;NA;NA;NA;1355;87,245;0,624095919798849;9,33333333333333;-1,90275464500534
"840";"MG_Prpa_l_18_08";36;"l";"2019";"";"Prpa";11,5;2019;NA;NA;NA;1356;87,245;0,624095919798849;9,33333333333333;-1,90275464500534
"841";"MG_Prpa_l_18_08";36;"l";"2019";"";"Prpa";6;2019;NA;NA;NA;1357;87,245;0,624095919798849;9,33333333333333;-1,90275464500534
"842";"MG_Prpa_l_18_08";36;"l";"2019";"";"Prpa";7;2019;NA;NA;NA;1358;87,245;0,624095919798849;9,33333333333333;-1,90275464500534
"843";"MG_Prpa_l_18_08";36;"l";"2019";"";"Prpa";10,5;2019;NA;NA;NA;1359;87,245;0,624095919798849;9,33333333333333;-1,90275464500534
"844";"MG_Prpa_l_18_08";36;"l";"2019";"";"Prpa";9;2019;NA;NA;NA;1360;87,245;0,624095919798849;9,33333333333333;-1,90275464500534
"845";"MG_Prpa_l_18_08";36;"l";"2019";"";"Prpa";11;2019;NA;NA;NA;1361;87,245;0,624095919798849;9,33333333333333;-1,90275464500534
"846";"MG_Prpa_l_18_08";36;"l";"2019";"";"Prpa";10;2019;NA;NA;NA;1362;87,245;0,624095919798849;9,33333333333333;-1,90275464500534
"847";"MG_Prpa_o_18_01";303;"o";"2019";"";"Prpa";7,5;2019;NA;NA;NA;1363;84,02;0,0782646672649064;15,6666666666667;-1,23955928571574
"848";"MG_Prpa_o_18_03";303;"o";"2019";"";"Prpa";5;2019;NA;NA;NA;1364;79,56;-0,676590336239396;10,3333333333333;-1,79803958827541
"849";"MG_Prpa_o_18_06";315;"o";"2019";"";"Prpa";7;2019;NA;NA;NA;1365;89,125;0,942285921275999;12,3333333333333;-1,58860947481553
"850";"MG_Prpa_o_18_06";315;"o";"2019";"";"Prpa";9;2019;NA;NA;NA;1366;89,125;0,942285921275999;12,3333333333333;-1,58860947481553
"851";"MG_Prpa_o_18_06";315;"o";"2019";"";"Prpa";9,5;2019;NA;NA;NA;1367;89,125;0,942285921275999;12,3333333333333;-1,58860947481553
"852";"MG_Prpa_o_18_09";315;"o";"2019";"";"Prpa";6;2019;NA;NA;NA;1368;83,72;0,0274896670291914;9,16666666666667;-1,92020715446033
"853";"MG_Prpa_o_18_09";315;"o";"2019";"";"Prpa";9;2019;NA;NA;NA;1369;83,72;0,0274896670291914;9,16666666666667;-1,92020715446033
"854";"MG_Prpa_o_18_09";315;"o";"2019";"";"Prpa";8,5;2019;NA;NA;NA;1370;83,72;0,0274896670291914;9,16666666666667;-1,92020715446033
"855";"MG_Prpa_o_18_09";315;"o";"2019";"";"Prpa";5;2019;NA;NA;NA;1371;83,72;0,0274896670291914;9,16666666666667;-1,92020715446033
"856";"MG_Prpa_o_18_09";315;"o";"2019";"";"Prpa";6;2019;NA;NA;NA;1372;83,72;0,0274896670291914;9,16666666666667;-1,92020715446033
